household_id,head_name,phone,parish,address,gps_lat,gps_long,household_size,vulnerability_flags
H0273,Janelle Reid,8765551272,St. Catherine,Address 272,18.112969533299943,-76.54759210994611,7,None
H0274,Althea Johnson,8765551273,Trelawny,Address 273,17.843125488823784,-76.34412157769259,5,None
H0275,Janelle Reid,8765551274,Trelawny,Address 274,18.24211891480231,-76.77815687190528,6,Disabilities
H0276,Kevin Smith,8765551275,St. James,Address 275,18.199468803597178,-77.55581305808067,3,Infants
H0277,Janelle Reid,8765551276,St. James,Address 276,17.89409725824744,-78.08769785530164,7,Elderly
H0278,Omar Scott,8765551277,St. Mary,Address 277,17.869650706730816,-78.2635218883623,5,Disabilities
H0279,Dennis Clarke,8765551278,St. James,Address 278,18.05465102318427,-77.62620877041898,5,Elderly
H0280,Althea Johnson,8765551279,St. Catherine,Address 279,18.14294571294071,-77.35581050305784,2,None
H0281,Omar Scott,8765551280,St. James,Address 280,18.26673297070321,-76.87367354247313,3,None
H0282,Janelle Reid,8765551281,Westmoreland,Address 281,18.45150174929448,-77.1819456853038,6,Disabilities
H0283,Janelle Reid,8765551282,Manchester,Address 282,18.102991540122098,-76.72027317194978,6,Disabilities
H0284,Omar Scott,8765551283,St. Ann,Address 283,17.711600359919817,-76.34627306936117,6,Disabilities
H0285,Althea Johnson,8765551284,St. Andrew,Address 284,17.871575257338737,-77.387919665832,2,None
H0286,Althea Johnson,8765551285,St. Catherine,Address 285,18.293708287520275,-76.7651103562231,1,None
H0287,Kevin Smith,8765551286,Hanover,Address 286,17.74539664360176,-76.3626031734141,3,Infants
H0288,Dennis Clarke,8765551287,Hanover,Address 287,18.39519470286405,-77.30537712833969,2,Elderly
H0289,Althea Johnson,8765551288,St. Ann,Address 288,18.17895646797152,-76.3180990506141,7,Infants
H0290,Dennis Clarke,8765551289,St. Catherine,Address 289,18.181447977966965,-78.14169265196226,3,Disabilities
H0291,Althea Johnson,8765551290,Westmoreland,Address 290,18.049846658940847,-78.14749611638935,6,Infants
H0292,Janelle Reid,8765551291,Westmoreland,Address 291,17.987107163609238,-77.53846990809384,2,Disabilities
H0293,Dennis Clarke,8765551292,St. Andrew,Address 292,18.21831044964064,-76.43215015760642,7,Elderly
H0294,Dennis Clarke,8765551293,Kingston,Address 293,17.79965790952614,-78.29566978887735,1,Infants
H0295,Althea Johnson,8765551294,St. Thomas,Address 294,18.146790630535758,-76.62609771759682,3,None
H0296,Omar Scott,8765551295,St. James,Address 295,18.375752185895635,-77.21100578898535,1,Disabilities
H0297,Kevin Smith,8765551296,St. Mary,Address 296,18.31322427684662,-77.72595369389423,5,Infants
H0298,Marcia Brown,8765551297,Clarendon,Address 297,18.37389661757221,-77.19095168575564,7,Disabilities
H0299,Kevin Smith,8765551298,St. Elizabeth,Address 298,17.88656884870373,-78.29628967017328,4,Disabilities
H0300,Althea Johnson,8765551299,Manchester,Address 299,18.38356429337099,-77.59082401865071,4,None
H0301,Althea Johnson,8765551300,Hanover,Address 300,18.360416521235216,-78.09701471348302,7,Disabilities
H0302,Kevin Smith,8765551301,Manchester,Address 301,18.40641716808101,-78.19750570207417,1,Elderly
H0303,Althea Johnson,8765551302,St. Andrew,Address 302,18.084941889784044,-76.79237018597755,4,Disabilities
H0304,Janelle Reid,8765551303,Kingston,Address 303,18.46947927846729,-77.97548247009357,3,Elderly
H0305,Marcia Brown,8765551304,Manchester,Address 304,18.34237515621088,-76.30705363112911,4,Infants
H0306,Dennis Clarke,8765551305,St. James,Address 305,18.142524765721735,-76.66741167750536,3,Infants
H0307,Marcia Brown,8765551306,St. Catherine,Address 306,17.88508330769201,-77.3245273305089,5,Infants
H0308,Kevin Smith,8765551307,St. Mary,Address 307,18.15880559324971,-76.2713631193612,7,Disabilities
H0309,Marcia Brown,8765551308,Hanover,Address 308,17.71539017956547,-76.3178913150364,2,Infants
H0310,Althea Johnson,8765551309,St. Ann,Address 309,18.237679584751508,-77.95686989032387,6,Disabilities
H0311,Janelle Reid,8765551310,St. Catherine,Address 310,18.04944924368542,-78.11752612322513,5,Infants
H0312,Marcia Brown,8765551311,St. Ann,Address 311,17.91052433719399,-77.87974665657897,1,Disabilities
H0313,Kevin Smith,8765551312,Manchester,Address 312,18.22776125903233,-77.44770386988813,1,Disabilities
H0314,Althea Johnson,8765551313,Westmoreland,Address 313,18.393771222450287,-76.93863649452597,5,Infants
H0315,Omar Scott,8765551314,St. Elizabeth,Address 314,17.782218001385232,-77.07855348463879,3,Disabilities
H0316,Kevin Smith,8765551315,Portland,Address 315,18.37262516987784,-78.17901856541518,6,None
H0317,Althea Johnson,8765551316,Hanover,Address 316,18.374145778276617,-76.38640296593908,2,Disabilities
H0318,Kevin Smith,8765551317,St. Ann,Address 317,18.03778422725314,-76.67096377762107,3,Disabilities
H0319,Janelle Reid,8765551318,St. Thomas,Address 318,18.478012420235075,-77.85805258355862,1,Infants
H0320,Omar Scott,8765551319,St. Andrew,Address 319,18.04822123666667,-76.24396460753314,7,Disabilities
H0321,Marcia Brown,8765551320,St. Ann,Address 320,18.380107394048295,-76.36557590634243,2,Infants
H0322,Dennis Clarke,8765551321,Westmoreland,Address 321,18.342770804745314,-77.24164183385196,3,Disabilities
H0323,Janelle Reid,8765551322,St. Thomas,Address 322,17.948558873321623,-76.36695927653854,2,None
H0324,Dennis Clarke,8765551323,St. Ann,Address 323,17.9923774375146,-77.49556757026514,3,Elderly
H0325,Dennis Clarke,8765551324,St. Elizabeth,Address 324,17.79028628444932,-76.93718777871293,1,Elderly
H0326,Kevin Smith,8765551325,Westmoreland,Address 325,18.14731943961136,-77.64383723110669,5,Disabilities
H0327,Kevin Smith,8765551326,Trelawny,Address 326,18.100105731949814,-76.43609821474632,3,Infants
H0328,Dennis Clarke,8765551327,St. James,Address 327,18.487532276788233,-77.494150556032,1,Infants
H0329,Dennis Clarke,8765551328,Kingston,Address 328,18.42278639360956,-77.14939273220446,2,Disabilities
H0330,Kevin Smith,8765551329,Clarendon,Address 329,18.135032224613898,-77.67705033141516,7,None
H0331,Dennis Clarke,8765551330,St. Catherine,Address 330,17.793996072403424,-76.7410761931516,3,Elderly
H0332,Janelle Reid,8765551331,Hanover,Address 331,18.32817517969287,-76.94065082386383,6,None
H0333,Omar Scott,8765551332,St. Andrew,Address 332,18.03159288180601,-76.7853504317249,5,Elderly
H0334,Omar Scott,8765551333,St. Mary,Address 333,18.467035237079084,-76.30118570947735,6,None
H0335,Althea Johnson,8765551334,St. James,Address 334,18.236915472620197,-77.4544416634295,2,Elderly
H0336,Marcia Brown,8765551335,St. Elizabeth,Address 335,17.742920251235414,-78.05858535181528,2,Elderly
H0337,Althea Johnson,8765551336,Manchester,Address 336,17.879589639101514,-77.13635820332432,4,None
H0338,Janelle Reid,8765551337,St. Elizabeth,Address 337,18.422073203520885,-76.5860695057781,5,None
H0339,Dennis Clarke,8765551338,St. James,Address 338,18.442365982797405,-77.59234756148138,5,Disabilities
H0340,Janelle Reid,8765551339,St. Thomas,Address 339,18.07380041695988,-77.97857018675015,3,Infants
H0341,Kevin Smith,8765551340,Portland,Address 340,17.712129609817957,-78.0084877359765,4,None
H0342,Marcia Brown,8765551341,St. Ann,Address 341,18.026539067685682,-77.04799400222238,3,None
H0343,Dennis Clarke,8765551342,St. Thomas,Address 342,18.313476515506427,-77.99382979501495,7,None
H0344,Althea Johnson,8765551343,St. Elizabeth,Address 343,18.183932044105248,-77.6577641779595,1,None
H0345,Althea Johnson,8765551344,Portland,Address 344,18.389249099023623,-78.18421251996861,4,Disabilities
H0346,Omar Scott,8765551345,St. Mary,Address 345,17.879827218688142,-76.38668421585439,7,None
H0347,Marcia Brown,8765551346,St. James,Address 346,17.91903230513178,-76.68940061763449,6,Infants
H0348,Omar Scott,8765551347,Trelawny,Address 347,17.985026186718397,-76.57894430137725,5,None
H0349,Althea Johnson,8765551348,St. Andrew,Address 348,18.48086573159517,-78.07216979441634,7,Elderly
H0350,Kevin Smith,8765551349,St. Elizabeth,Address 349,17.98656073417256,-76.35146621655485,7,Disabilities
H0351,Kevin Smith,8765551350,Clarendon,Address 350,18.199098755909088,-77.30389686565125,3,Disabilities
H0352,Marcia Brown,8765551351,Portland,Address 351,18.112989335279305,-77.3258451059374,7,Elderly
H0353,Kevin Smith,8765551352,St. Thomas,Address 352,17.964318202829496,-77.26720058470355,7,None
H0354,Kevin Smith,8765551353,Westmoreland,Address 353,18.374321240172257,-77.4115808820371,7,Elderly
H0355,Dennis Clarke,8765551354,Portland,Address 354,17.748746296983914,-77.83099078778639,6,Infants
H0356,Dennis Clarke,8765551355,Clarendon,Address 355,17.91327981929461,-78.08135268148628,1,Disabilities
H0357,Althea Johnson,8765551356,St. Mary,Address 356,17.894177511980782,-78.28254991175714,5,None
H0358,Marcia Brown,8765551357,Kingston,Address 357,18.244627824410582,-76.2141187656933,3,None
H0359,Dennis Clarke,8765551358,St. Thomas,Address 358,18.17037900457587,-77.73337150203778,2,Infants
H0360,Althea Johnson,8765551359,Westmoreland,Address 359,18.44123561797037,-76.96376199551398,1,Infants
H0361,Marcia Brown,8765551360,St. Thomas,Address 360,17.88112693141155,-76.52525565601162,3,Infants
H0362,Kevin Smith,8765551361,St. Mary,Address 361,18.254704812249333,-77.67524759247826,7,Disabilities
H0363,Omar Scott,8765551362,St. Catherine,Address 362,18.4481990353008,-78.28496336283919,3,None
H0364,Omar Scott,8765551363,St. Elizabeth,Address 363,18.170390308195515,-76.66914383115214,1,Infants
H0365,Janelle Reid,8765551364,Kingston,Address 364,18.05316392797605,-77.4477596311577,7,Elderly
H0366,Omar Scott,8765551365,Hanover,Address 365,18.087933598048938,-77.86690394500327,5,Disabilities
H0367,Althea Johnson,8765551366,Trelawny,Address 366,18.197508901896562,-78.16751654955188,2,None
H0368,Dennis Clarke,8765551367,Portland,Address 367,18.11046150003369,-77.01832669305746,7,Disabilities
H0369,Kevin Smith,8765551368,St. Catherine,Address 368,18.106416215262406,-77.6512118920309,4,None
H0370,Marcia Brown,8765551369,Manchester,Address 369,18.270830026721473,-76.83799575303664,7,None
H0371,Marcia Brown,8765551370,St. Elizabeth,Address 370,17.974751842238078,-77.17624849701212,7,Elderly
H0372,Marcia Brown,8765551371,Portland,Address 371,18.351261661791106,-77.58368441574723,7,None
H0373,Omar Scott,8765551372,Westmoreland,Address 372,18.073225911033987,-76.29373169393214,7,Elderly
H0374,Janelle Reid,8765551373,Trelawny,Address 373,18.04351021630804,-77.51310648906295,2,Infants
H0375,Althea Johnson,8765551374,St. Elizabeth,Address 374,18.187657401582122,-77.03540195514712,4,None
H0376,Dennis Clarke,8765551375,Hanover,Address 375,18.48562389731485,-76.28025681921996,5,Elderly
H0377,Dennis Clarke,8765551376,St. Andrew,Address 376,18.381831789197282,-76.86168555005366,7,Elderly
H0378,Althea Johnson,8765551377,Trelawny,Address 377,18.181904618146664,-76.2690221728461,4,None
H0379,Althea Johnson,8765551378,St. Catherine,Address 378,18.07758619821211,-76.79456557637262,4,Elderly
H0380,Althea Johnson,8765551379,Manchester,Address 379,17.746498424023333,-76.71275704936785,2,Disabilities
H0381,Marcia Brown,8765551380,St. Mary,Address 380,18.163798893162625,-77.94110720358485,4,Disabilities
H0382,Dennis Clarke,8765551381,Hanover,Address 381,17.731689848718744,-77.78063705712654,2,Infants
H0383,Althea Johnson,8765551382,Kingston,Address 382,18.26665841987234,-77.23256572838113,2,Elderly
H0384,Dennis Clarke,8765551383,Kingston,Address 383,18.309994564976925,-76.89010142074147,4,Infants
H0385,Janelle Reid,8765551384,Hanover,Address 384,18.337758116002004,-77.20053553177607,2,Elderly
H0386,Marcia Brown,8765551385,St. James,Address 385,18.298251899168886,-76.46404226292815,5,Infants
H0387,Janelle Reid,8765551386,Clarendon,Address 386,18.186862353993018,-77.98593196173742,4,Infants
H0388,Althea Johnson,8765551387,Westmoreland,Address 387,18.35029655103212,-77.46305876547427,5,Infants
H0389,Althea Johnson,8765551388,St. Ann,Address 388,18.38478336099762,-77.64353197472863,1,None
H0390,Kevin Smith,8765551389,St. Catherine,Address 389,17.844138168119613,-76.65468156778022,4,Elderly
H0391,Omar Scott,8765551390,Hanover,Address 390,18.038623318241065,-76.74539275925466,4,Infants
H0392,Althea Johnson,8765551391,Kingston,Address 391,17.713943494319977,-76.61010615230909,6,Elderly
H0393,Omar Scott,8765551392,St. Mary,Address 392,18.435619149635116,-78.1834896211858,4,None
H0394,Janelle Reid,8765551393,Westmoreland,Address 393,18.207365088337063,-77.31126062644225,6,Disabilities
H0395,Marcia Brown,8765551394,St. Thomas,Address 394,18.325119210728143,-77.4143983994409,4,Infants
H0396,Kevin Smith,8765551395,St. Thomas,Address 395,17.744087833903635,-77.03082371506291,4,Infants
H0397,Kevin Smith,8765551396,St. Andrew,Address 396,17.865501841873925,-77.27227261762306,6,Infants
H0398,Marcia Brown,8765551397,St. Ann,Address 397,18.149632513417863,-77.31683783099325,5,Elderly
H0399,Janelle Reid,8765551398,Manchester,Address 398,17.87533167445825,-76.91257158922721,7,Elderly
H0400,Dennis Clarke,8765551399,Clarendon,Address 399,18.424718471052422,-77.03855630794294,5,None
H0401,Marcia Brown,8765551400,Manchester,Address 400,18.193264525194277,-77.30749175611456,1,Elderly
H0402,Althea Johnson,8765551401,St. Catherine,Address 401,18.492185085560994,-78.26473408004621,3,Elderly
H0403,Kevin Smith,8765551402,Westmoreland,Address 402,18.232014753849406,-77.83443738326025,4,Elderly
H0404,Dennis Clarke,8765551403,St. James,Address 403,17.950917098243192,-76.31237866930259,6,Infants
H0405,Dennis Clarke,8765551404,Trelawny,Address 404,18.043912212324564,-78.07364078678957,7,None
H0406,Janelle Reid,8765551405,Portland,Address 405,17.717431655230943,-77.39341283710246,5,Infants
H0407,Kevin Smith,8765551406,St. Thomas,Address 406,18.42692288838439,-77.41285255040631,2,Elderly
H0408,Marcia Brown,8765551407,Manchester,Address 407,17.713450128044762,-76.82108901108957,7,Disabilities
H0409,Kevin Smith,8765551408,St. Thomas,Address 408,17.764781137893387,-78.08041356145729,2,Elderly
H0410,Dennis Clarke,8765551409,St. Elizabeth,Address 409,17.875699352719685,-78.10883108569375,7,Elderly
H0411,Janelle Reid,8765551410,St. Mary,Address 410,17.80627801980352,-77.41364240182345,2,None
H0412,Omar Scott,8765551411,Manchester,Address 411,17.710956777316124,-76.251680322716,7,Infants
H0413,Althea Johnson,8765551412,Trelawny,Address 412,18.00218615665797,-76.41078887992212,5,None
H0414,Althea Johnson,8765551413,St. Thomas,Address 413,18.056901647682828,-76.73369943428985,7,Infants
H0415,Althea Johnson,8765551414,St. Andrew,Address 414,17.74071417425134,-76.30538346300033,5,Infants
H0416,Dennis Clarke,8765551415,St. Elizabeth,Address 415,18.106890480020592,-76.71976673482138,4,Disabilities
H0417,Dennis Clarke,8765551416,St. Andrew,Address 416,18.185097980656163,-78.21111352187826,7,Elderly
H0418,Kevin Smith,8765551417,St. James,Address 417,17.766100632383697,-77.51120224352502,2,Infants
H0419,Janelle Reid,8765551418,Clarendon,Address 418,17.70901947068512,-76.34607977955167,5,Elderly
H0420,Dennis Clarke,8765551419,Hanover,Address 419,18.49800127883576,-76.86349411306976,4,Elderly
H0421,Marcia Brown,8765551420,St. Ann,Address 420,18.127223186877202,-77.21474269275241,5,Elderly
H0422,Janelle Reid,8765551421,St. Catherine,Address 421,18.455847348993824,-77.63623314642616,6,Disabilities
H0423,Althea Johnson,8765551422,St. Catherine,Address 422,18.05659676674873,-78.1463076795663,1,Disabilities
H0424,Janelle Reid,8765551423,Trelawny,Address 423,18.247423391918204,-76.38348492083537,5,None
H0425,Althea Johnson,8765551424,St. Thomas,Address 424,18.427058782736033,-77.90665271244178,1,Elderly
H0426,Omar Scott,8765551425,St. Mary,Address 425,18.357462667013735,-78.11369865155797,3,Infants
H0427,Janelle Reid,8765551426,Clarendon,Address 426,17.925189048948145,-77.22829562232464,5,Infants
H0428,Marcia Brown,8765551427,St. Thomas,Address 427,17.855486501749432,-77.29487001645613,5,Infants
H0429,Dennis Clarke,8765551428,Westmoreland,Address 428,18.46176092290138,-77.20004190939785,5,None
H0430,Janelle Reid,8765551429,St. Mary,Address 429,18.04891892012667,-77.39612165006477,1,Elderly
H0431,Althea Johnson,8765551430,St. Mary,Address 430,17.98644655670721,-77.06982395028601,5,Infants
H0432,Dennis Clarke,8765551431,St. Andrew,Address 431,18.10444542670395,-76.83533132419693,6,Elderly
H0433,Janelle Reid,8765551432,Westmoreland,Address 432,18.157490979445754,-77.60455992362726,1,Elderly
H0434,Janelle Reid,8765551433,St. Ann,Address 433,17.755835993997557,-76.502946458919,2,None
H0435,Omar Scott,8765551434,St. Andrew,Address 434,18.192661059801303,-78.12696156172413,7,Elderly
H0436,Dennis Clarke,8765551435,Hanover,Address 435,18.463680257996117,-76.56214792682688,6,Infants
H0437,Kevin Smith,8765551436,St. Andrew,Address 436,18.21345053057964,-77.69335847983443,4,Infants
H0438,Althea Johnson,8765551437,St. James,Address 437,18.032296854999846,-76.66674840400046,5,Infants
H0439,Kevin Smith,8765551438,St. Thomas,Address 438,17.986059159545608,-77.62855405014078,1,Infants
H0440,Marcia Brown,8765551439,Westmoreland,Address 439,17.745640050318414,-76.21497964367508,1,Infants
H0441,Janelle Reid,8765551440,St. Catherine,Address 440,18.239509126691424,-77.92613658282998,6,Infants
H0442,Janelle Reid,8765551441,St. Thomas,Address 441,18.159720145376703,-78.03656215133415,1,Infants
H0443,Marcia Brown,8765551442,St. James,Address 442,18.233008830325602,-77.55634371863812,1,Infants
H0444,Omar Scott,8765551443,St. Thomas,Address 443,17.833382932170476,-76.44766963420174,2,Infants
H0445,Marcia Brown,8765551444,St. Catherine,Address 444,18.445374127922676,-76.57175984462407,7,Elderly
H0446,Dennis Clarke,8765551445,St. Andrew,Address 445,17.85751128081326,-76.27810539923779,2,Disabilities
H0447,Janelle Reid,8765551446,Kingston,Address 446,17.93597780239884,-77.21783378488765,7,Infants
H0448,Althea Johnson,8765551447,St. Andrew,Address 447,17.859887599751122,-77.86855566416924,5,Disabilities
H0449,Marcia Brown,8765551448,Kingston,Address 448,17.720878919060226,-76.46039290851726,1,Infants
H0450,Althea Johnson,8765551449,Clarendon,Address 449,17.707837196327652,-76.91721782783473,3,Elderly
H0451,Marcia Brown,8765551450,Portland,Address 450,17.966210912065485,-77.23967446278421,4,Infants
H0452,Kevin Smith,8765551451,St. Mary,Address 451,18.27303885432318,-77.37388305820782,4,Elderly
H0453,Dennis Clarke,8765551452,St. Ann,Address 452,18.266906995781685,-77.22573400654028,3,Elderly
H0454,Marcia Brown,8765551453,Westmoreland,Address 453,17.90070947065429,-77.89530976659458,6,None
H0455,Omar Scott,8765551454,Clarendon,Address 454,17.954198906030257,-77.66472028002518,1,Infants
H0456,Omar Scott,8765551455,Portland,Address 455,18.171270734511882,-78.17626897794148,2,Elderly
H0457,Omar Scott,8765551456,St. Catherine,Address 456,17.933798544745407,-77.66084455546985,4,None
H0458,Janelle Reid,8765551457,Westmoreland,Address 457,18.326594867783545,-76.70151276961775,2,Disabilities
H0459,Dennis Clarke,8765551458,St. Catherine,Address 458,18.324505621520935,-76.32643586905102,1,Infants
H0460,Omar Scott,8765551459,Kingston,Address 459,17.817868610656628,-77.75787344539602,2,None
H0461,Dennis Clarke,8765551460,Kingston,Address 460,17.959325625142657,-76.62041070582255,6,Infants
H0462,Janelle Reid,8765551461,St. Ann,Address 461,17.911946954946107,-78.2795151783883,4,Infants
H0463,Marcia Brown,8765551462,St. Ann,Address 462,18.456803943393776,-76.48547472142315,2,Infants
H0464,Althea Johnson,8765551463,St. Catherine,Address 463,18.25314653203131,-76.7052069671438,1,Disabilities
H0465,Dennis Clarke,8765551464,St. Thomas,Address 464,18.03860885338576,-76.84381855756182,1,Infants
H0466,Dennis Clarke,8765551465,Hanover,Address 465,18.320186087921545,-78.08360594979659,1,Infants
H0467,Omar Scott,8765551466,St. Thomas,Address 466,17.965412049195454,-78.27702983611836,2,Disabilities
H0468,Kevin Smith,8765551467,Hanover,Address 467,17.84546813921073,-77.74082022790405,1,Infants
H0469,Marcia Brown,8765551468,Westmoreland,Address 468,18.40846938048534,-77.4999633987438,1,Elderly
H0470,Marcia Brown,8765551469,St. Ann,Address 469,18.125127881210314,-77.19862560625839,7,Infants
H0471,Marcia Brown,8765551470,St. Thomas,Address 470,17.937304358340118,-76.2532594035036,6,None
H0472,Althea Johnson,8765551471,Hanover,Address 471,18.31182633958873,-78.22557386415328,3,None
H0473,Janelle Reid,8765551472,St. James,Address 472,18.378713314572256,-76.99281434118748,7,Infants
H0474,Omar Scott,8765551473,St. James,Address 473,18.43419463542778,-77.87996235152535,7,Disabilities
H0475,Kevin Smith,8765551474,Portland,Address 474,18.248143325072203,-76.30513501060699,4,None
H0476,Marcia Brown,8765551475,St. James,Address 475,17.96789513736107,-77.96139831710886,4,Disabilities
H0477,Janelle Reid,8765551476,St. Andrew,Address 476,18.129664826303436,-78.00476556886527,4,Disabilities
H0478,Omar Scott,8765551477,St. Mary,Address 477,18.29684398367245,-77.16132791435456,4,Elderly
H0479,Janelle Reid,8765551478,St. Andrew,Address 478,18.05034019906743,-77.00250092109124,3,Infants
H0480,Marcia Brown,8765551479,Portland,Address 479,18.432354249649624,-76.91189476339235,7,Elderly
H0481,Janelle Reid,8765551480,Westmoreland,Address 480,17.852984981806706,-76.5582736625483,7,None
H0482,Kevin Smith,8765551481,Westmoreland,Address 481,18.117253020255074,-76.5772688284548,3,Disabilities
H0483,Janelle Reid,8765551482,Kingston,Address 482,17.887365760494433,-76.84914517620291,6,None
H0484,Althea Johnson,8765551483,Westmoreland,Address 483,18.105829593930583,-76.9082230671295,6,None
H0485,Marcia Brown,8765551484,Clarendon,Address 484,17.79714869365467,-78.27916813699953,7,Infants
H0486,Omar Scott,8765551485,St. Catherine,Address 485,18.294232467152312,-76.584413224623,2,Disabilities
H0487,Althea Johnson,8765551486,St. Catherine,Address 486,18.326948723854148,-77.40860236754412,1,Disabilities
H0488,Althea Johnson,8765551487,Clarendon,Address 487,18.04272730725109,-78.16012222607051,5,Disabilities
H0489,Dennis Clarke,8765551488,St. Ann,Address 488,17.73461667157576,-76.51922719181357,3,None
H0490,Kevin Smith,8765551489,St. Ann,Address 489,18.25726579980748,-77.51821520468633,4,Disabilities
H0491,Dennis Clarke,8765551490,Hanover,Address 490,17.987829083603785,-77.68072702129975,7,Disabilities
H0492,Althea Johnson,8765551491,St. Catherine,Address 491,17.822128457153948,-76.93027069594388,2,None
H0493,Althea Johnson,8765551492,St. Elizabeth,Address 492,18.254457391105806,-78.00317253706145,1,None
H0494,Althea Johnson,8765551493,St. Mary,Address 493,18.098230136652504,-78.0494373853821,5,Disabilities
H0495,Althea Johnson,8765551494,St. Andrew,Address 494,18.271701548222154,-78.19115433509708,1,Infants
H0496,Kevin Smith,8765551495,Clarendon,Address 495,17.775113675336627,-77.12579024267309,2,Infants
H0497,Althea Johnson,8765551496,Westmoreland,Address 496,18.019804740305094,-77.12693586274854,2,None
H0498,Dennis Clarke,8765551497,St. Thomas,Address 497,18.249571714909532,-77.92112981306565,2,None
H0499,Marcia Brown,8765551498,Kingston,Address 498,18.0130766500339,-78.00571238508365,7,Elderly
H0500,Janelle Reid,8765551499,St. James,Address 499,17.80505982032164,-78.18354891013843,3,Disabilities
